location,date,total_cases,new_cases,total_deaths,new_deaths
Colombia,2020-06-07,38027.0,1392.0,1205.0,60.0
Colombia,2020-06-08,39236.0,1209.0,1259.0,54.0
Colombia,2020-06-09,40719.0,1483.0,1308.0,49.0
Colombia,2020-06-10,42078.0,1359.0,1372.0,64.0
Colombia,2020-06-11,43682.0,1604.0,1433.0,61.0
Colombia,2020-06-12,43682.0,0.0,1433.0,0.0
Colombia,2020-06-13,46858.0,3176.0,1545.0,112.0
Colombia,2020-06-14,48746.0,1888.0,1592.0,47.0
Colombia,2020-06-15,50939.0,2193.0,1667.0,75.0
Colombia,2020-06-16,53063.0,2124.0,1726.0,59.0
Colombia,2020-06-17,54931.0,1868.0,1801.0,75.0
Colombia,2020-06-18,57046.0,2115.0,1864.0,63.0
Colombia,2020-06-19,60217.0,3171.0,1950.0,86.0
Colombia,2020-06-20,63276.0,3059.0,2045.0,95.0
Colombia,2020-06-21,65633.0,2357.0,2126.0,81.0
Colombia,2020-06-22,68652.0,3019.0,2237.0,111.0
Colombia,2020-06-23,71183.0,2531.0,2310.0,73.0
Colombia,2020-06-24,73572.0,2389.0,2404.0,94.0
Colombia,2020-06-25,77113.0,3541.0,2491.0,87.0
Colombia,2020-06-26,80599.0,3486.0,2654.0,163.0
Colombia,2020-06-27,84442.0,3843.0,2811.0,157.0
Colombia,2020-06-28,88591.0,4149.0,2939.0,128.0
Colombia,2020-06-29,91769.0,3178.0,3106.0,167.0
Colombia,2020-06-30,95043.0,3274.0,3223.0,117.0
Colombia,2020-07-01,97846.0,2803.0,3334.0,111.0
Colombia,2020-07-02,102009.0,4163.0,3470.0,136.0
Colombia,2020-07-03,106110.0,4101.0,3641.0,171.0
Colombia,2020-07-04,109505.0,3395.0,3777.0,136.0
Colombia,2020-07-05,113389.0,3884.0,3942.0,165.0
Colombia,2020-07-06,117110.0,3721.0,4064.0,122.0
Colombia,2020-07-07,120281.0,3171.0,4210.0,146.0
Colombia,2020-07-08,124494.0,4213.0,4359.0,149.0
Colombia,2020-07-09,128638.0,4144.0,4527.0,168.0
Colombia,2020-07-10,133973.0,5335.0,4714.0,187.0
Colombia,2020-07-11,140776.0,6803.0,4925.0,211.0
Colombia,2020-07-12,145362.0,4586.0,5119.0,194.0
Colombia,2020-07-13,150445.0,5083.0,5307.0,188.0
Colombia,2020-07-14,154227.0,3782.0,5455.0,148.0
Colombia,2020-07-15,159898.0,5671.0,5625.0,170.0
Colombia,2020-07-16,165169.0,5271.0,5814.0,189.0
Colombia,2020-07-17,173206.0,8037.0,6029.0,215.0
Colombia,2020-07-18,182140.0,8934.0,6288.0,259.0
Colombia,2020-07-19,190700.0,8560.0,6516.0,228.0
Colombia,2020-07-20,197278.0,6578.0,6736.0,220.0
Colombia,2020-07-21,204005.0,6727.0,6929.0,193.0
Colombia,2020-07-22,211038.0,7033.0,7166.0,237.0
Colombia,2020-07-23,218428.0,7390.0,7373.0,207.0
Colombia,2020-07-24,226373.0,7945.0,7688.0,315.0
Colombia,2020-07-25,233541.0,7168.0,7975.0,287.0
Colombia,2020-07-26,240795.0,7254.0,8269.0,294.0
Colombia,2020-07-27,248976.0,8181.0,8525.0,256.0
India,2019-12-31,0.0,0.0,0.0,0.0
India,2020-01-01,0.0,0.0,0.0,0.0
India,2020-01-02,0.0,0.0,0.0,0.0
India,2020-01-03,0.0,0.0,0.0,0.0
India,2020-01-04,0.0,0.0,0.0,0.0
India,2020-01-05,0.0,0.0,0.0,0.0
India,2020-01-06,0.0,0.0,0.0,0.0
India,2020-01-07,0.0,0.0,0.0,0.0
India,2020-01-08,0.0,0.0,0.0,0.0
India,2020-01-09,0.0,0.0,0.0,0.0
India,2020-01-10,0.0,0.0,0.0,0.0
India,2020-01-11,0.0,0.0,0.0,0.0
India,2020-01-12,0.0,0.0,0.0,0.0
India,2020-01-13,0.0,0.0,0.0,0.0
India,2020-01-14,0.0,0.0,0.0,0.0
India,2020-01-15,0.0,0.0,0.0,0.0
India,2020-01-16,0.0,0.0,0.0,0.0
India,2020-01-17,0.0,0.0,0.0,0.0
India,2020-01-18,0.0,0.0,0.0,0.0
India,2020-01-19,0.0,0.0,0.0,0.0
India,2020-01-20,0.0,0.0,0.0,0.0
India,2020-01-21,0.0,0.0,0.0,0.0
India,2020-01-22,0.0,0.0,0.0,0.0
India,2020-01-23,0.0,0.0,0.0,0.0
India,2020-01-24,0.0,0.0,0.0,0.0
India,2020-01-25,0.0,0.0,0.0,0.0
India,2020-01-26,0.0,0.0,0.0,0.0
India,2020-01-27,0.0,0.0,0.0,0.0
India,2020-01-28,0.0,0.0,0.0,0.0
India,2020-01-29,0.0,0.0,0.0,0.0
India,2020-01-30,1.0,1.0,0.0,0.0
India,2020-01-31,1.0,0.0,0.0,0.0
India,2020-02-01,1.0,0.0,0.0,0.0
India,2020-02-02,2.0,1.0,0.0,0.0
India,2020-02-03,2.0,0.0,0.0,0.0
India,2020-02-04,3.0,1.0,0.0,0.0
India,2020-02-05,3.0,0.0,0.0,0.0
India,2020-02-06,3.0,0.0,0.0,0.0
India,2020-02-07,3.0,0.0,0.0,0.0
India,2020-02-08,3.0,0.0,0.0,0.0
India,2020-02-09,3.0,0.0,0.0,0.0
India,2020-02-10,3.0,0.0,0.0,0.0
India,2020-02-11,3.0,0.0,0.0,0.0
India,2020-02-12,3.0,0.0,0.0,0.0
India,2020-02-13,3.0,0.0,0.0,0.0
India,2020-02-14,3.0,0.0,0.0,0.0
India,2020-02-15,3.0,0.0,0.0,0.0
India,2020-02-16,3.0,0.0,0.0,0.0
India,2020-02-17,3.0,0.0,0.0,0.0
India,2020-02-18,3.0,0.0,0.0,0.0
India,2020-02-19,3.0,0.0,0.0,0.0
India,2020-02-20,3.0,0.0,0.0,0.0
India,2020-02-21,3.0,0.0,0.0,0.0
India,2020-02-22,3.0,0.0,0.0,0.0
India,2020-02-23,3.0,0.0,0.0,0.0
India,2020-02-24,3.0,0.0,0.0,0.0
India,2020-02-25,3.0,0.0,0.0,0.0
India,2020-02-26,3.0,0.0,0.0,0.0
India,2020-02-27,3.0,0.0,0.0,0.0
India,2020-02-28,3.0,0.0,0.0,0.0
India,2020-02-29,3.0,0.0,0.0,0.0
India,2020-03-01,3.0,0.0,0.0,0.0
India,2020-03-02,3.0,0.0,0.0,0.0
India,2020-03-03,5.0,2.0,0.0,0.0
India,2020-03-04,6.0,1.0,0.0,0.0
India,2020-03-05,28.0,22.0,0.0,0.0
India,2020-03-06,29.0,1.0,0.0,0.0
India,2020-03-07,31.0,2.0,0.0,0.0
India,2020-03-08,34.0,3.0,0.0,0.0
India,2020-03-10,44.0,10.0,0.0,0.0
India,2020-03-11,50.0,6.0,0.0,0.0
India,2020-03-12,73.0,23.0,0.0,0.0
India,2020-03-13,75.0,2.0,1.0,1.0
India,2020-03-14,83.0,8.0,2.0,1.0
India,2020-03-15,90.0,7.0,2.0,0.0
India,2020-03-16,93.0,3.0,2.0,0.0
India,2020-03-17,125.0,32.0,3.0,1.0
India,2020-03-18,137.0,12.0,3.0,0.0
India,2020-03-19,165.0,28.0,3.0,0.0
India,2020-03-20,191.0,26.0,4.0,1.0
India,2020-03-21,231.0,40.0,4.0,0.0
India,2020-03-22,320.0,89.0,4.0,0.0
India,2020-03-23,439.0,119.0,7.0,3.0
India,2020-03-24,492.0,53.0,9.0,2.0
India,2020-03-25,562.0,70.0,9.0,0.0
India,2020-03-26,649.0,87.0,13.0,4.0
India,2020-03-27,724.0,75.0,17.0,4.0
India,2020-03-28,873.0,149.0,19.0,2.0
India,2020-03-29,979.0,106.0,25.0,6.0
India,2020-03-30,1071.0,92.0,29.0,4.0
India,2020-03-31,1251.0,180.0,32.0,3.0
India,2020-04-01,1397.0,146.0,35.0,3.0
India,2020-04-02,1965.0,568.0,50.0,15.0
India,2020-04-03,2301.0,336.0,56.0,6.0
India,2020-04-04,2902.0,601.0,68.0,12.0
India,2020-04-05,3374.0,472.0,77.0,9.0
India,2020-04-06,4067.0,693.0,109.0,32.0
India,2020-04-07,4421.0,354.0,114.0,5.0
India,2020-04-08,5194.0,773.0,149.0,35.0
India,2020-04-09,5734.0,540.0,166.0,17.0
India,2020-04-10,6412.0,678.0,199.0,33.0
India,2020-04-11,7447.0,1035.0,239.0,40.0
India,2020-04-12,8356.0,909.0,273.0,34.0
India,2020-04-13,9152.0,796.0,308.0,35.0
India,2020-04-14,10363.0,1211.0,339.0,31.0
India,2020-04-15,11438.0,1075.0,377.0,38.0
India,2020-04-16,12380.0,942.0,414.0,37.0
India,2020-04-17,13387.0,1007.0,437.0,23.0
India,2020-04-18,14378.0,991.0,480.0,43.0
India,2020-04-19,15712.0,1334.0,507.0,27.0
India,2020-04-20,17265.0,1553.0,543.0,36.0
India,2020-04-21,18600.0,1335.0,590.0,47.0
India,2020-04-22,19984.0,1384.0,640.0,50.0
India,2020-04-23,21393.0,1409.0,681.0,41.0
India,2020-04-24,23077.0,1684.0,718.0,37.0
India,2020-04-25,24506.0,1429.0,775.0,57.0
India,2020-04-26,26496.0,1990.0,824.0,49.0
India,2020-04-27,27892.0,1396.0,872.0,48.0
India,2020-04-28,29435.0,1543.0,934.0,62.0
India,2020-04-29,31332.0,1897.0,1007.0,73.0
India,2020-04-30,33050.0,1718.0,1074.0,67.0
India,2020-05-01,35043.0,1993.0,1147.0,73.0
India,2020-05-02,37336.0,2293.0,1218.0,71.0
India,2020-05-03,39980.0,2644.0,1301.0,83.0
India,2020-05-04,42533.0,2553.0,1373.0,72.0
India,2020-05-05,46433.0,3900.0,1568.0,195.0
India,2020-05-06,49391.0,2958.0,1694.0,126.0
India,2020-05-07,52952.0,3561.0,1783.0,89.0
India,2020-05-08,56342.0,3390.0,1886.0,103.0
India,2020-05-09,59662.0,3320.0,1981.0,95.0
India,2020-05-10,62939.0,3277.0,2109.0,128.0
India,2020-05-11,67152.0,4213.0,2206.0,97.0
India,2020-05-12,70756.0,3604.0,2293.0,87.0
India,2020-05-13,74281.0,3525.0,2415.0,122.0
India,2020-05-14,78003.0,3722.0,2549.0,134.0
India,2020-05-15,81970.0,3967.0,2649.0,100.0
India,2020-05-16,85940.0,3970.0,2752.0,103.0
India,2020-05-17,90927.0,4987.0,2872.0,120.0
India,2020-05-18,96169.0,5242.0,3029.0,157.0
India,2020-05-19,101139.0,4970.0,3163.0,134.0
India,2020-05-20,106750.0,5611.0,3303.0,140.0
India,2020-05-21,112359.0,5609.0,3435.0,132.0
India,2020-05-22,118447.0,6088.0,3583.0,148.0
India,2020-05-23,125101.0,6654.0,3720.0,137.0
India,2020-05-24,131868.0,6767.0,3867.0,147.0
India,2020-05-25,138845.0,6977.0,4021.0,154.0
India,2020-05-26,145380.0,6535.0,4167.0,146.0
India,2020-05-27,151767.0,6387.0,4337.0,170.0
India,2020-05-28,158333.0,6566.0,4531.0,194.0
India,2020-05-29,165799.0,7466.0,4706.0,175.0
India,2020-05-30,173763.0,7964.0,4971.0,265.0
India,2020-05-31,182143.0,8380.0,5164.0,193.0
India,2020-06-01,190535.0,8392.0,5394.0,230.0
India,2020-06-02,198706.0,8171.0,5598.0,204.0
India,2020-06-03,207615.0,8909.0,5815.0,217.0
India,2020-06-04,216919.0,9304.0,6075.0,260.0
India,2020-06-05,226770.0,9851.0,6348.0,273.0
India,2020-06-06,236657.0,9887.0,6642.0,294.0
India,2020-06-07,246628.0,9971.0,6929.0,287.0
India,2020-06-08,256611.0,9983.0,7135.0,206.0
India,2020-06-09,266598.0,9987.0,7466.0,331.0
India,2020-06-10,276583.0,9985.0,7745.0,279.0
India,2020-06-11,286579.0,9996.0,8102.0,357.0
India,2020-06-12,297535.0,10956.0,8498.0,396.0
India,2020-06-13,308993.0,11458.0,8884.0,386.0
India,2020-06-14,320922.0,11929.0,9195.0,311.0
India,2020-06-15,332424.0,11502.0,9520.0,325.0
India,2020-06-16,343091.0,10667.0,9900.0,380.0
India,2020-06-17,354065.0,10974.0,11903.0,2003.0
India,2020-06-18,366946.0,12881.0,12237.0,334.0
India,2020-06-19,380532.0,13586.0,12573.0,336.0
India,2020-06-20,395048.0,14516.0,12948.0,375.0
India,2020-06-21,410461.0,15413.0,13254.0,306.0
India,2020-06-22,425282.0,14821.0,13699.0,445.0
India,2020-06-23,440215.0,14933.0,14011.0,312.0
India,2020-06-24,456183.0,15968.0,14476.0,465.0
India,2020-06-25,473105.0,16922.0,14894.0,418.0
India,2020-06-26,490401.0,17296.0,15301.0,407.0
India,2020-06-27,508953.0,18552.0,15685.0,384.0
India,2020-06-28,528859.0,19906.0,16095.0,410.0
India,2020-06-29,548318.0,19459.0,16475.0,380.0
India,2020-06-30,566840.0,18522.0,16893.0,418.0
India,2020-07-01,585493.0,18653.0,17400.0,507.0
India,2020-07-02,604641.0,19148.0,17834.0,434.0
India,2020-07-03,625544.0,20903.0,18213.0,379.0
India,2020-07-04,648315.0,22771.0,18655.0,442.0
India,2020-07-05,673165.0,24850.0,19268.0,613.0
India,2020-07-06,697413.0,24248.0,19693.0,425.0
India,2020-07-07,719665.0,22252.0,20160.0,467.0
India,2020-07-08,742417.0,22752.0,20642.0,482.0
India,2020-07-09,767296.0,24879.0,21129.0,487.0
India,2020-07-10,793802.0,26506.0,21604.0,475.0
India,2020-07-11,820916.0,27114.0,22123.0,519.0
India,2020-07-12,849553.0,28637.0,22674.0,551.0
India,2020-07-13,878254.0,28701.0,23174.0,500.0
India,2020-07-14,906752.0,28498.0,23727.0,553.0
India,2020-07-15,936181.0,29429.0,24309.0,582.0
India,2020-07-16,968876.0,32695.0,24915.0,606.0
India,2020-07-17,1003832.0,34956.0,25602.0,687.0
India,2020-07-18,1038716.0,34884.0,26273.0,671.0
India,2020-07-19,1077618.0,38902.0,26816.0,543.0
India,2020-07-20,1118043.0,40425.0,27497.0,681.0
India,2020-07-21,1155191.0,37148.0,28084.0,587.0
India,2020-07-22,1192915.0,37724.0,28732.0,648.0
India,2020-07-23,1238635.0,45720.0,29861.0,1129.0
India,2020-07-24,1287945.0,49310.0,30601.0,740.0
India,2020-07-25,1336861.0,48916.0,31358.0,757.0
India,2020-07-26,1385522.0,48661.0,32063.0,705.0
India,2020-07-27,1435453.0,49931.0,32771.0,708.0
Iran,2019-12-31,0.0,0.0,0.0,0.0
Iran,2020-01-01,0.0,0.0,0.0,0.0
Iran,2020-01-02,0.0,0.0,0.0,0.0
Iran,2020-01-03,0.0,0.0,0.0,0.0
Iran,2020-01-04,0.0,0.0,0.0,0.0
Iran,2020-01-05,0.0,0.0,0.0,0.0
Iran,2020-01-06,0.0,0.0,0.0,0.0
Iran,2020-01-07,0.0,0.0,0.0,0.0
Iran,2020-01-08,0.0,0.0,0.0,0.0
Iran,2020-01-09,0.0,0.0,0.0,0.0
Iran,2020-01-10,0.0,0.0,0.0,0.0
Iran,2020-01-11,0.0,0.0,0.0,0.0
Iran,2020-01-12,0.0,0.0,0.0,0.0
Iran,2020-01-13,0.0,0.0,0.0,0.0
Iran,2020-01-14,0.0,0.0,0.0,0.0
Iran,2020-01-15,0.0,0.0,0.0,0.0
Iran,2020-01-16,0.0,0.0,0.0,0.0
Iran,2020-01-17,0.0,0.0,0.0,0.0
Iran,2020-01-18,0.0,0.0,0.0,0.0
Iran,2020-01-19,0.0,0.0,0.0,0.0
Iran,2020-01-20,0.0,0.0,0.0,0.0
Iran,2020-01-21,0.0,0.0,0.0,0.0
Iran,2020-01-22,0.0,0.0,0.0,0.0
Iran,2020-01-23,0.0,0.0,0.0,0.0
Iran,2020-01-24,0.0,0.0,0.0,0.0
Iran,2020-01-25,0.0,0.0,0.0,0.0
Iran,2020-01-26,0.0,0.0,0.0,0.0
Iran,2020-01-27,0.0,0.0,0.0,0.0
Iran,2020-01-28,0.0,0.0,0.0,0.0
Iran,2020-01-29,0.0,0.0,0.0,0.0
Iran,2020-01-30,0.0,0.0,0.0,0.0
Iran,2020-01-31,0.0,0.0,0.0,0.0
Iran,2020-02-01,0.0,0.0,0.0,0.0
Iran,2020-02-02,0.0,0.0,0.0,0.0
Iran,2020-02-03,0.0,0.0,0.0,0.0
Iran,2020-02-04,0.0,0.0,0.0,0.0
Iran,2020-02-05,0.0,0.0,0.0,0.0
Iran,2020-02-06,0.0,0.0,0.0,0.0
Iran,2020-02-07,0.0,0.0,0.0,0.0
Iran,2020-02-08,0.0,0.0,0.0,0.0
Iran,2020-02-09,0.0,0.0,0.0,0.0
Iran,2020-02-10,0.0,0.0,0.0,0.0
Iran,2020-02-11,0.0,0.0,0.0,0.0
Iran,2020-02-12,0.0,0.0,0.0,0.0
Iran,2020-02-13,0.0,0.0,0.0,0.0
Iran,2020-02-14,0.0,0.0,0.0,0.0
Iran,2020-02-15,0.0,0.0,0.0,0.0
Iran,2020-02-16,0.0,0.0,0.0,0.0
Iran,2020-02-17,0.0,0.0,0.0,0.0
Iran,2020-02-18,0.0,0.0,0.0,0.0
Iran,2020-02-19,0.0,0.0,0.0,0.0
Iran,2020-02-20,2.0,2.0,2.0,2.0
Iran,2020-02-21,5.0,3.0,2.0,0.0
Iran,2020-02-22,18.0,13.0,4.0,2.0
Iran,2020-02-23,28.0,10.0,5.0,1.0
Iran,2020-02-24,43.0,15.0,8.0,3.0
Iran,2020-02-25,61.0,18.0,12.0,4.0
Iran,2020-02-26,95.0,34.0,15.0,3.0
Iran,2020-02-27,139.0,44.0,19.0,4.0
Iran,2020-02-28,245.0,106.0,26.0,7.0
Iran,2020-02-29,388.0,143.0,34.0,8.0
Iran,2020-03-01,593.0,205.0,43.0,9.0
Iran,2020-03-02,978.0,385.0,54.0,11.0
Iran,2020-03-03,1501.0,523.0,66.0,12.0
Iran,2020-03-04,2336.0,835.0,77.0,11.0
Iran,2020-03-05,2922.0,586.0,92.0,15.0
Iran,2020-03-06,3513.0,591.0,107.0,15.0
Iran,2020-03-07,4747.0,1234.0,124.0,17.0
Iran,2020-03-08,5823.0,1076.0,145.0,21.0
Iran,2020-03-09,6566.0,743.0,194.0,49.0
Iran,2020-03-10,7161.0,595.0,237.0,43.0
Iran,2020-03-11,8042.0,881.0,291.0,54.0
Iran,2020-03-12,9000.0,958.0,354.0,63.0
Iran,2020-03-13,10075.0,1075.0,429.0,75.0
Iran,2020-03-14,11364.0,1289.0,514.0,85.0
Iran,2020-03-15,12729.0,1365.0,611.0,97.0
Iran,2020-03-16,13938.0,1209.0,724.0,113.0
Iran,2020-03-17,14991.0,1053.0,853.0,129.0
Iran,2020-03-18,16169.0,1178.0,988.0,135.0
Iran,2020-03-19,17361.0,1192.0,1135.0,147.0
Iran,2020-03-20,18407.0,1046.0,1284.0,149.0
Iran,2020-03-21,19644.0,1237.0,1433.0,149.0
Iran,2020-03-22,20610.0,966.0,1556.0,123.0
Iran,2020-03-23,21638.0,1028.0,1685.0,129.0
Iran,2020-03-24,23049.0,1411.0,1812.0,127.0
Iran,2020-03-25,24811.0,1762.0,1934.0,122.0
Iran,2020-03-26,27017.0,2206.0,2077.0,143.0
Iran,2020-03-27,29406.0,2389.0,2234.0,157.0
Iran,2020-03-28,32332.0,2926.0,2378.0,144.0
Iran,2020-03-29,35408.0,3076.0,2517.0,139.0
Iran,2020-03-30,38309.0,2901.0,2640.0,123.0
Iran,2020-03-31,41495.0,3186.0,2757.0,117.0
Iran,2020-04-01,44606.0,3111.0,2898.0,141.0
Iran,2020-04-02,47593.0,2987.0,3036.0,138.0
Iran,2020-04-03,50468.0,2875.0,3160.0,124.0
Iran,2020-04-04,50468.0,0.0,3160.0,0.0
Iran,2020-04-05,55743.0,5275.0,3452.0,292.0
Iran,2020-04-06,58226.0,2483.0,3603.0,151.0
Iran,2020-04-07,60500.0,2274.0,3739.0,136.0
Iran,2020-04-08,62589.0,2089.0,3872.0,133.0
Iran,2020-04-09,64586.0,1997.0,3993.0,121.0
Iran,2020-04-10,66220.0,1634.0,4110.0,117.0
Iran,2020-04-11,68192.0,1972.0,4232.0,122.0
Iran,2020-04-12,70029.0,1837.0,4357.0,125.0
Iran,2020-04-13,71686.0,1657.0,4474.0,117.0
Iran,2020-04-14,73303.0,1617.0,4585.0,111.0
Iran,2020-04-15,74877.0,1574.0,4683.0,98.0
Iran,2020-04-16,76389.0,1512.0,4777.0,94.0
Iran,2020-04-17,77995.0,1606.0,4869.0,92.0
Iran,2020-04-18,79494.0,1499.0,4958.0,89.0
Iran,2020-04-19,80868.0,1374.0,5031.0,73.0
Iran,2020-04-20,82211.0,1343.0,5118.0,87.0
Iran,2020-04-21,83505.0,1294.0,5209.0,91.0
Iran,2020-04-22,84802.0,1297.0,5297.0,88.0
Iran,2020-04-23,85996.0,1194.0,5391.0,94.0
Iran,2020-04-24,87026.0,1030.0,5481.0,90.0
Iran,2020-04-25,88194.0,1168.0,5574.0,93.0
Iran,2020-04-26,89328.0,1134.0,5650.0,76.0
Iran,2020-04-27,90481.0,1153.0,5710.0,60.0
Iran,2020-04-28,91472.0,991.0,5806.0,96.0
Iran,2020-04-29,92584.0,1112.0,5877.0,71.0
Iran,2020-04-30,93657.0,1073.0,5957.0,80.0
Iran,2020-05-01,94640.0,983.0,6028.0,71.0
Iran,2020-05-02,95646.0,1006.0,6091.0,63.0
Iran,2020-05-03,96448.0,802.0,6156.0,65.0
Iran,2020-05-04,97424.0,976.0,6203.0,47.0
Iran,2020-05-05,98647.0,1223.0,6277.0,74.0
Iran,2020-05-06,99970.0,1323.0,6340.0,63.0
Iran,2020-05-07,101650.0,1680.0,6418.0,78.0
Iran,2020-05-08,103135.0,1485.0,6486.0,68.0
Iran,2020-05-09,104691.0,1556.0,6541.0,55.0
Iran,2020-05-10,106220.0,1529.0,6589.0,48.0
Iran,2020-05-11,107603.0,1383.0,6640.0,51.0
Iran,2020-05-12,109286.0,1683.0,6685.0,45.0
Iran,2020-05-13,110767.0,1481.0,6733.0,48.0
Iran,2020-05-14,112725.0,1958.0,6783.0,50.0
Iran,2020-05-15,114533.0,1808.0,6854.0,71.0
Iran,2020-05-16,116635.0,2102.0,6902.0,48.0
Iran,2020-05-17,118392.0,1757.0,6937.0,35.0
Iran,2020-05-18,120198.0,1806.0,6988.0,51.0
Iran,2020-05-19,122492.0,2294.0,7057.0,69.0
Iran,2020-05-20,124603.0,2111.0,7119.0,62.0
Iran,2020-05-21,126949.0,2346.0,7183.0,64.0
Iran,2020-05-22,129341.0,2392.0,7249.0,66.0
Iran,2020-05-23,131652.0,2311.0,7300.0,51.0
Iran,2020-05-24,133521.0,1869.0,7359.0,59.0
Iran,2020-05-25,135701.0,2180.0,7417.0,58.0
Iran,2020-05-26,137724.0,2023.0,7451.0,34.0
Iran,2020-05-27,139511.0,1787.0,7508.0,57.0
Iran,2020-05-28,141591.0,2080.0,7564.0,56.0
Iran,2020-05-29,143849.0,2258.0,7627.0,63.0
Iran,2020-05-30,146668.0,2819.0,7677.0,50.0
Iran,2020-05-31,148950.0,2282.0,7734.0,57.0
Iran,2020-06-01,151466.0,2516.0,7797.0,63.0
Iran,2020-06-02,154445.0,2979.0,7878.0,81.0
Iran,2020-06-03,157562.0,3117.0,7942.0,64.0
Iran,2020-06-04,160696.0,3134.0,8012.0,70.0
Iran,2020-06-05,164270.0,3574.0,8071.0,59.0
Iran,2020-06-06,167156.0,2886.0,8134.0,63.0
Iran,2020-06-07,169425.0,2269.0,8209.0,75.0
Iran,2020-06-08,171789.0,2364.0,8281.0,72.0
Iran,2020-06-09,173832.0,2043.0,8351.0,70.0
Iran,2020-06-10,175927.0,2095.0,8425.0,74.0
Iran,2020-06-11,177938.0,2011.0,8506.0,81.0
Iran,2020-06-12,180176.0,2238.0,8584.0,78.0
Iran,2020-06-13,182545.0,2369.0,8659.0,75.0
Iran,2020-06-14,184955.0,2410.0,8730.0,71.0
Iran,2020-06-15,187427.0,2472.0,8837.0,107.0
Iran,2020-06-16,189876.0,2449.0,8950.0,113.0
Iran,2020-06-17,192439.0,2563.0,9065.0,115.0
Iran,2020-06-18,195051.0,2612.0,9185.0,120.0
Iran,2020-06-19,197647.0,2596.0,9272.0,87.0
Iran,2020-06-20,200262.0,2615.0,9392.0,120.0
Iran,2020-06-21,202584.0,2322.0,9507.0,115.0
Iran,2020-06-22,204952.0,2368.0,9623.0,116.0
Iran,2020-06-23,207525.0,2573.0,9742.0,119.0
Iran,2020-06-24,209970.0,2445.0,9863.0,121.0
Iran,2020-06-25,212501.0,2531.0,9996.0,133.0
Iran,2020-06-26,215096.0,2595.0,10130.0,134.0
Iran,2020-06-27,217724.0,2628.0,10130.0,0.0
Iran,2020-06-28,220180.0,2456.0,10364.0,234.0
Iran,2020-06-29,222669.0,2489.0,10508.0,144.0
Iran,2020-06-30,225205.0,2536.0,10670.0,162.0
Iran,2020-07-01,227662.0,2457.0,10817.0,147.0
Iran,2020-07-02,230211.0,2549.0,10958.0,141.0
Iran,2020-07-03,232863.0,2652.0,11106.0,148.0
Iran,2020-07-04,235429.0,2566.0,11260.0,154.0
Iran,2020-07-05,237878.0,2449.0,11408.0,148.0
Iran,2020-07-06,240438.0,2560.0,11571.0,163.0
Iran,2020-07-07,243051.0,2613.0,11731.0,160.0
Iran,2020-07-08,245688.0,2637.0,11931.0,200.0
Iran,2020-07-09,248379.0,2691.0,12084.0,153.0
Iran,2020-07-10,250458.0,2079.0,12305.0,221.0
Iran,2020-07-11,252720.0,2262.0,12447.0,142.0
Iran,2020-07-12,255117.0,2397.0,12635.0,188.0
Iran,2020-07-13,257303.0,2186.0,12829.0,194.0
Iran,2020-07-14,259652.0,2349.0,13032.0,203.0
Iran,2020-07-15,262173.0,2521.0,13211.0,179.0
Iran,2020-07-16,264561.0,2388.0,13410.0,199.0
Iran,2020-07-17,267061.0,2500.0,13608.0,198.0
Iran,2020-07-18,269440.0,2379.0,13791.0,183.0
Iran,2020-07-19,271606.0,2166.0,13979.0,188.0
Iran,2020-07-20,273788.0,2182.0,14188.0,209.0
Iran,2020-07-21,276202.0,2414.0,14405.0,217.0
Iran,2020-07-22,278827.0,2625.0,14634.0,229.0
Iran,2020-07-23,281413.0,2586.0,14853.0,219.0
Iran,2020-07-24,284034.0,2621.0,15074.0,221.0
Iran,2020-07-25,284034.0,0.0,15074.0,0.0
Iran,2020-07-26,284034.0,0.0,15074.0,0.0
Iran,2020-07-27,291172.0,7138.0,15700.0,626.0
Mexico,2019-12-31,0.0,0.0,0.0,0.0
Mexico,2020-01-01,0.0,0.0,0.0,0.0
Mexico,2020-01-02,0.0,0.0,0.0,0.0
Mexico,2020-01-03,0.0,0.0,0.0,0.0
Mexico,2020-01-04,0.0,0.0,0.0,0.0
Mexico,2020-01-05,0.0,0.0,0.0,0.0
Mexico,2020-01-06,0.0,0.0,0.0,0.0
Mexico,2020-01-07,0.0,0.0,0.0,0.0
Mexico,2020-01-08,0.0,0.0,0.0,0.0
Mexico,2020-01-09,0.0,0.0,0.0,0.0
Mexico,2020-01-10,0.0,0.0,0.0,0.0
Mexico,2020-01-11,0.0,0.0,0.0,0.0
Mexico,2020-01-12,0.0,0.0,0.0,0.0
Mexico,2020-01-13,0.0,0.0,0.0,0.0
Mexico,2020-01-14,0.0,0.0,0.0,0.0
Mexico,2020-01-15,0.0,0.0,0.0,0.0
Mexico,2020-01-16,0.0,0.0,0.0,0.0
Mexico,2020-01-17,0.0,0.0,0.0,0.0
Mexico,2020-01-18,0.0,0.0,0.0,0.0
Mexico,2020-01-19,0.0,0.0,0.0,0.0
Mexico,2020-01-20,0.0,0.0,0.0,0.0
Mexico,2020-01-21,0.0,0.0,0.0,0.0
Mexico,2020-01-22,0.0,0.0,0.0,0.0
Mexico,2020-01-23,0.0,0.0,0.0,0.0
Mexico,2020-01-24,0.0,0.0,0.0,0.0
Mexico,2020-01-25,0.0,0.0,0.0,0.0
Mexico,2020-01-26,0.0,0.0,0.0,0.0
